District,School,Accountability,Needs,School_exp,Classroom_Salary,Other_Inst_Salary,Inst_Benefits,Prof_Dev,Admin_Salary,Admin_Benefits,Other_Salaries,Other_Benefits,Other_Exp
NYC GEOG DIST #31 - STATEN ISLAND,PORT RICHMOND HIGH SCHOOL,Good,1,24470.32,6534.41,1892.18,4222.17,17.63,903.69,452.79,824.59,413.16,1489.93
NYC GEOG DIST #31 - STATEN ISLAND,RALPH R MCKEE CAREER-TECH,Good,1,25468.45,6968.77,2656.63,4822.83,62.24,949.27,475.63,709.36,355.43,748.53
NYC GEOG DIST #31 - STATEN ISLAND,STATEN ISLAND TECHNICAL HS,Good,1,18481.53,4818.77,853.41,2842.06,5.98,708.14,354.82,502.35,251.7,424.54
NYC GEOG DIST #31 - STATEN ISLAND,SUSAN E WAGNER HIGH SCHOOL,Good,1,21441.49,5470.64,2390.24,3938.71,0.0,549.74,275.45,548.68,274.92,273.36
NYC GEOG DIST #31 - STATEN ISLAND,TOTTENVILLE HIGH SCHOOL,Good,1,20928.56,5654.83,1713.26,3691.8,19.7,444.03,222.48,573.35,287.28,602.06
NYC GEOG DIST #32 - BROOKLYN,ACADEMY FOR EXCELLENCE-LEADERSHIP,Good,1,31772.93,7690.25,3652.75,5683.44,4.97,1949.88,977.0,1830.2,917.03,1347.64
NYC GEOG DIST #32 - BROOKLYN,ACADEMY OF URBAN PLANNING-ENGINEERIN,Good,1,25184.2,6104.99,1653.85,3887.59,55.34,1178.59,590.54,1032.78,517.48,2443.28
NYC GEOG DIST #32 - BROOKLYN,ALL CITY LEADERSHIP SECONDARY,Good,1,20039.2,4441.87,1654.16,3054.43,44.08,921.73,461.84,212.16,106.3,1422.89
NYC GEOG DIST #32 - BROOKLYN,BROOKLYN SCHOOL FOR MATH AND RESEARC,Good,1,20618.62,5036.03,1078.77,3063.84,0.0,1199.95,601.24,600.5,300.88,1017.62
NYC GEOG DIST #32 - BROOKLYN,BROOKLYN SCHOOL FOR SOCIAL JUSTICE,Good,1,30127.33,8675.71,2564.31,5631.85,3.42,1630.11,816.77,1335.47,669.14,1080.78
NYC GEOG DIST #32 - BROOKLYN,BUSHWICK COMMUNITY HS,Good,1,36449.77,7242.7,1750.36,4506.0,0.0,4518.74,2264.12,3453.43,1730.35,3264.3
NYC GEOG DIST #32 - BROOKLYN,BUSHWICK LEADERS HS-ACAD EXCELL,CSI,1,27483.1,6705.58,2407.26,4566.02,65.25,1457.51,730.29,1100.81,551.57,2179.05
NYC GEOG DIST #32 - BROOKLYN,EBC HIGH SCHOOL-PUBLIC SERVICE,Good,1,24126.47,6938.53,1568.72,4262.58,3.24,950.93,476.46,875.3,438.57,892.37
